Sample ID 1,Structure 1,Log AC50 (M) 1,Sample Name 1,MOA 1,Sample ID 2,Structure 2,Log AC50 (M) 2,Sample Name 2,MOA 2,Gamma,Label
NCGC00346962-02,CN1C=C(C=N1)C2=CC=C3N=CC4=C(N(C(=O)C=C4)C5=CC6=C(CCN6C(=O)C=C)C=C5)C3=C2,-6.031605320261941,HMSL10077,BTK Inhibitor,NCGC00242506-13,CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)B(O)O,-7.43161051350816,Bortezomib,Proteasome Inhibitor,0.911865,1
NCGC00346656-03,CCC1=C2N=C(C=C(NCC3=CC=C[N+]([O-])=C3)N2N=C1)N4CCCC[C@H]4CCO,-7.18160253455865,Dinaciclib (SCH727965),CDK1/2/5/9 Inhibitor,NCGC00242506-13,CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)B(O)O,-7.43161051350816,Bortezomib,Proteasome Inhibitor,0.90078,1
NCGC00263183-11,CN1CCN(CC1)C2=CC=C(NC3=NC=C4C(=O)N(CC=C)N(C4=N3)C5=CC=CC(=N5)C(C)(C)O)C=C2,-5.881605633370822,MK-1775,Wee1 Kinase Inhibitor,NCGC00242506-13,CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)B(O)O,-7.43161051350816,Bortezomib,Proteasome Inhibitor,1.02378,0
NCGC00263117-17,CC1=C(CCNCC2=CC=C(\C=C\C(=O)NO)C=C2)C3=CC=CC=C3N1,-6.231605379060391,Panobinostat,HDAC Inhibitor,NCGC00242506-13,CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)B(O)O,-7.43161051350816,Bortezomib,Proteasome Inhibitor,0.354935,1
NCGC00249613-10,CC(C)C[C@H](NC(=O)[C@H](CCC1=CC=CC=C1)NC(=O)CN2CCOCC2)C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]4(C)CO4,-7.4816045202261074,Carfilzomib,Proteasome Inhibitor,NCGC00242506-13,CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)B(O)O,-7.43161051350816,Bortezomib,Proteasome Inhibitor,0.38017999999999996,1
NCGC00346951-03,O=C1C2=CC=CC=C2[N+]3=C1C4=C(C=C3)C5=CC=CC=C5N4,-5.931605578511759,Fascaplysin,CDK4/6 Inhibitor,NCGC00242506-13,CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)B(O)O,-7.43161051350816,Bortezomib,Proteasome Inhibitor,1.000365,0
NCGC00345799-07,COC[C@H](NC(=O)[C@H](COC)NC(=O)C1=CN=C(C)S1)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)[C@@]3(C)CO3,-6.8316056515638195,Oprozomib,Proteasome Inhibitor,NCGC00242506-13,CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)B(O)O,-7.43161051350816,Bortezomib,Proteasome Inhibitor,0.52598,1
NCGC00263222-02,CC1(C)OC2=C([C@H](NCC3=CC=CC=C3)[C@@H]1O)C(=O)C4=CC=CC=C4C2=O,-5.481605573349707,CAY-10581,IDO Inhibitor,NCGC00242506-13,CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)B(O)O,-7.43161051350816,Bortezomib,Proteasome Inhibitor,0.8627849999999999,1
NCGC00347952-11,C\C(=N/NC(=S)N1CCC1)C2=NC=CC=C2,-8.731656086048936,NSC-319726,Mutant p53 Activator,NCGC00242506-13,CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)B(O)O,-7.43161051350816,Bortezomib,Proteasome Inhibitor,0.9251,1
NCGC00346535-01,COC1=CC=C(C=C1)[S+]([O-])(=O)N(C(C)=O)C2=C(\C=C\C3=CC=N(=O)C=C3)C=CC=C2,-6.081605805570835,IVX-214,Polo-like Kinase-1 (Plk-1) Inhibitor,NCGC00242506-13,CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)B(O)O,-7.43161051350816,Bortezomib,Proteasome Inhibitor,0.91414,1
NCGC00345825-01,FC(F)C1=NN(C(=C1)C2=CN=C(NC(=O)C3CC3)S2)C4=C(Cl)C=CC=C4Cl,-5.931605578511759,BMS-3,LIMK Inhibitor,NCGC00242506-13,CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)B(O)O,-7.43161051350816,Bortezomib,Proteasome Inhibitor,0.913135,1
NCGC00345852-02,CC(C)C1=C2N=C(N[C@@H](CO)[C@H](O)CO)C=C(NCC3=CC=CC=C3)N2N=C1,-6.231605379060391,BS-194,CDK1/2/5/9 Inhibitor,NCGC00242506-13,CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)B(O)O,-7.43161051350816,Bortezomib,Proteasome Inhibitor,0.8810150000000001,1
NCGC00345823-01,CC(C)(N)C1=CC=C(C=C1)C2=NC3=C(C=CC=C3)N=C2C4=CC=CC=C4,-6.531605402012491,"Akt-I-1,2",AKT Inhibitor,NCGC00242506-13,CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)B(O)O,-7.43161051350816,Bortezomib,Proteasome Inhibitor,0.940175,1
NCGC00263087-15,CC[C@H]1N(C(C)C)C2=NC(NC3=CC=C(C=C3OC)C(=O)NC4CCC(CC4)N5CCN(CC6CC6)CC5)=NC=C2N(C)C1=O,-6.981607443736785,Volasertib,Polo-like Kinase-1 (Plk-1) Inhibitor,NCGC00242506-13,CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)B(O)O,-7.43161051350816,Bortezomib,Proteasome Inhibitor,1.135255,0
NCGC00346969-01,CCOC(=O)N1CCN(CC1)[N+](\[O-])=N\OC2=CC=C(C=C2C#N)[N+]([O-])=O,-5.981605362312015,JS-59-4,nitric oxide donors,NCGC00242506-13,CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)B(O)O,-7.43161051350816,Bortezomib,Proteasome Inhibitor,0.934335,1
NCGC00253438-01,CC[C@H]1N(C2CCCC2)C3=NC(NC4=CC=C(C=C4OC)C(=O)NC5CCN(C)CC5)=NC=C3N(C)C1=O,-7.4816045202261074,BI-2536,Polo-like Kinase-1 (Plk-1) Inhibitor,NCGC00242506-13,CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)B(O)O,-7.43161051350816,Bortezomib,Proteasome Inhibitor,1.1232199999999999,0
NCGC00346449-01,ClC1=CC=C(CCCOC2=NNC(=O)C(Br)=C2NCC3=CN=CC=C3)C=C1,-6.231605379060391,Parogrelil,Phosphodiesterase III/Va (PDE) Inhibitor,NCGC00242506-13,CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)B(O)O,-7.43161051350816,Bortezomib,Proteasome Inhibitor,1.0060049999999998,0
NCGC00263112-06,C[C@@H](OC1=C(SC(=C1)N2C=NC3=C2C=C(CN4CCN(C)CC4)C=C3)C(N)=O)C5=CC=CC=C5C(F)(F)F,-7.281606275378642,GSK-461364A,Polo-like Kinase-1 (Plk-1) Inhibitor,NCGC00242506-13,CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)B(O)O,-7.43161051350816,Bortezomib,Proteasome Inhibitor,1.1360350000000001,0
NCGC00263110-02,CN(C(C)=O)C1(CCN(CCC[C@@]2(CCCN(C2)C(=O)C3=CC=CC=C3)C4=CC=C(Cl)C(Cl)=C4)CC1)C5=CC=CC=C5,-7.031605787340429,Osanetant,Tachykinin NK3 Antagonist,NCGC00242506-13,CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)B(O)O,-7.43161051350816,Bortezomib,Proteasome Inhibitor,0.8852549999999999,1
NCGC00386226-04,NC1=NC(N)=C2N=C(CC(CC#C)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)C=NC2=N1,-7.274421616144317,Pralatrexate,Dihydrofolate Reductase (DHFR) Inhibitors,NCGC00242514-13,COCCN1C(C)=[N+](CC2=NC=CN=C2)C3=C1C(=O)C4=CC=CC=C4C3=O,-8.381638068890123,Sepantronium bromide,Survivin Inhibitor,0.9108400000000001,1
NCGC00345809-03,CC(C)C1=NN(C2=C1C(=O)NC(CC3=CC=C(OCCO)C=C3)=N2)C4=C(Cl)C=CC=C4Cl,-7.18160253455865,RGB-286147,CDK1/2/3/7/9 Inhibitor,NCGC00242514-13,COCCN1C(C)=[N+](CC2=NC=CN=C2)C3=C1C(=O)C4=CC=CC=C4C3=O,-8.381638068890123,Sepantronium bromide,Survivin Inhibitor,0.732275,1
NCGC00345782-02,ClC1=CC=C(OCCCCCCN\C(NC2=CC=NC=C2)=N/C#N)C=C1,-8.331614083309999,GMX-1778,IKK beta Inhibitor,NCGC00242514-13,COCCN1C(C)=[N+](CC2=NC=CN=C2)C3=C1C(=O)C4=CC=CC=C4C3=O,-8.381638068890123,Sepantronium bromide,Survivin Inhibitor,0.857205,1
NCGC00346644-04,O=C(CC1=CC=C(C=N1)C2=CC=C(OCCN3CCOCC3)C=C2)NCC4=CC=CC=C4,-7.43161051350816,KX-01,Src Kinase Inhibitor,NCGC00242514-13,COCCN1C(C)=[N+](CC2=NC=CN=C2)C3=C1C(=O)C4=CC=CC=C4C3=O,-8.381638068890123,Sepantronium bromide,Survivin Inhibitor,0.87887,1
NCGC00263017-01,COC1=C(OC)C=C2C(NCCN3CCOCC3)=NC(=NC2=C1)C4=CC=C(C=C4)N5CCN(C)CC5,-7.731609264370069,CPG-52364,"TLR 7, 8 and 9 Antagonist",NCGC00242514-13,COCCN1C(C)=[N+](CC2=NC=CN=C2)C3=C1C(=O)C4=CC=CC=C4C3=O,-8.381638068890123,Sepantronium bromide,Survivin Inhibitor,1.081345,0
NCGC00346962-02,CN1C=C(C=N1)C2=CC=C3N=CC4=C(N(C(=O)C=C4)C5=CC6=C(CCN6C(=O)C=C)C=C5)C3=C2,-6.031605320261941,HMSL10077,BTK Inhibitor,NCGC00242514-13,COCCN1C(C)=[N+](CC2=NC=CN=C2)C3=C1C(=O)C4=CC=CC=C4C3=O,-8.381638068890123,Sepantronium bromide,Survivin Inhibitor,0.862125,1
NCGC00346656-03,CCC1=C2N=C(C=C(NCC3=CC=C[N+]([O-])=C3)N2N=C1)N4CCCC[C@H]4CCO,-7.18160253455865,Dinaciclib (SCH727965),CDK1/2/5/9 Inhibitor,NCGC00242514-13,COCCN1C(C)=[N+](CC2=NC=CN=C2)C3=C1C(=O)C4=CC=CC=C4C3=O,-8.381638068890123,Sepantronium bromide,Survivin Inhibitor,0.77239,1
NCGC00263183-11,CN1CCN(CC1)C2=CC=C(NC3=NC=C4C(=O)N(CC=C)N(C4=N3)C5=CC=CC(=N5)C(C)(C)O)C=C2,-5.881605633370822,MK-1775,Wee1 Kinase Inhibitor,NCGC00242514-13,COCCN1C(C)=[N+](CC2=NC=CN=C2)C3=C1C(=O)C4=CC=CC=C4C3=O,-8.381638068890123,Sepantronium bromide,Survivin Inhibitor,1.00779,0
NCGC00263117-17,CC1=C(CCNCC2=CC=C(\C=C\C(=O)NO)C=C2)C3=CC=CC=C3N1,-6.231605379060391,Panobinostat,HDAC Inhibitor,NCGC00242514-13,COCCN1C(C)=[N+](CC2=NC=CN=C2)C3=C1C(=O)C4=CC=CC=C4C3=O,-8.381638068890123,Sepantronium bromide,Survivin Inhibitor,0.745895,1
NCGC00249613-10,CC(C)C[C@H](NC(=O)[C@H](CCC1=CC=CC=C1)NC(=O)CN2CCOCC2)C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]4(C)CO4,-7.4816045202261074,Carfilzomib,Proteasome Inhibitor,NCGC00242514-13,COCCN1C(C)=[N+](CC2=NC=CN=C2)C3=C1C(=O)C4=CC=CC=C4C3=O,-8.381638068890123,Sepantronium bromide,Survivin Inhibitor,0.65496,1
NCGC00346951-03,O=C1C2=CC=CC=C2[N+]3=C1C4=C(C=C3)C5=CC=CC=C5N4,-5.931605578511759,Fascaplysin,CDK4/6 Inhibitor,NCGC00242514-13,COCCN1C(C)=[N+](CC2=NC=CN=C2)C3=C1C(=O)C4=CC=CC=C4C3=O,-8.381638068890123,Sepantronium bromide,Survivin Inhibitor,0.857175,1
NCGC00345799-07,COC[C@H](NC(=O)[C@H](COC)NC(=O)C1=CN=C(C)S1)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)[C@@]3(C)CO3,-6.8316056515638195,Oprozomib,Proteasome Inhibitor,NCGC00242514-13,COCCN1C(C)=[N+](CC2=NC=CN=C2)C3=C1C(=O)C4=CC=CC=C4C3=O,-8.381638068890123,Sepantronium bromide,Survivin Inhibitor,0.880405,1
NCGC00263222-02,CC1(C)OC2=C([C@H](NCC3=CC=CC=C3)[C@@H]1O)C(=O)C4=CC=CC=C4C2=O,-5.481605573349707,CAY-10581,IDO Inhibitor,NCGC00242514-13,COCCN1C(C)=[N+](CC2=NC=CN=C2)C3=C1C(=O)C4=CC=CC=C4C3=O,-8.381638068890123,Sepantronium bromide,Survivin Inhibitor,0.6710499999999999,1
NCGC00347952-11,C\C(=N/NC(=S)N1CCC1)C2=NC=CC=C2,-8.731656086048936,NSC-319726,Mutant p53 Activator,NCGC00242514-13,COCCN1C(C)=[N+](CC2=NC=CN=C2)C3=C1C(=O)C4=CC=CC=C4C3=O,-8.381638068890123,Sepantronium bromide,Survivin Inhibitor,0.575,1
NCGC00346535-01,COC1=CC=C(C=C1)[S+]([O-])(=O)N(C(C)=O)C2=C(\C=C\C3=CC=N(=O)C=C3)C=CC=C2,-6.081605805570835,IVX-214,Polo-like Kinase-1 (Plk-1) Inhibitor,NCGC00242514-13,COCCN1C(C)=[N+](CC2=NC=CN=C2)C3=C1C(=O)C4=CC=CC=C4C3=O,-8.381638068890123,Sepantronium bromide,Survivin Inhibitor,0.768165,1
NCGC00345825-01,FC(F)C1=NN(C(=C1)C2=CN=C(NC(=O)C3CC3)S2)C4=C(Cl)C=CC=C4Cl,-5.931605578511759,BMS-3,LIMK Inhibitor,NCGC00242514-13,COCCN1C(C)=[N+](CC2=NC=CN=C2)C3=C1C(=O)C4=CC=CC=C4C3=O,-8.381638068890123,Sepantronium bromide,Survivin Inhibitor,0.8381350000000001,1
NCGC00345852-02,CC(C)C1=C2N=C(N[C@@H](CO)[C@H](O)CO)C=C(NCC3=CC=CC=C3)N2N=C1,-6.231605379060391,BS-194,CDK1/2/5/9 Inhibitor,NCGC00242514-13,COCCN1C(C)=[N+](CC2=NC=CN=C2)C3=C1C(=O)C4=CC=CC=C4C3=O,-8.381638068890123,Sepantronium bromide,Survivin Inhibitor,0.903565,1
NCGC00345823-01,CC(C)(N)C1=CC=C(C=C1)C2=NC3=C(C=CC=C3)N=C2C4=CC=CC=C4,-6.531605402012491,"Akt-I-1,2",AKT Inhibitor,NCGC00242514-13,COCCN1C(C)=[N+](CC2=NC=CN=C2)C3=C1C(=O)C4=CC=CC=C4C3=O,-8.381638068890123,Sepantronium bromide,Survivin Inhibitor,0.989525,0
NCGC00263087-15,CC[C@H]1N(C(C)C)C2=NC(NC3=CC=C(C=C3OC)C(=O)NC4CCC(CC4)N5CCN(CC6CC6)CC5)=NC=C2N(C)C1=O,-6.981607443736785,Volasertib,Polo-like Kinase-1 (Plk-1) Inhibitor,NCGC00242514-13,COCCN1C(C)=[N+](CC2=NC=CN=C2)C3=C1C(=O)C4=CC=CC=C4C3=O,-8.381638068890123,Sepantronium bromide,Survivin Inhibitor,0.81177,1
NCGC00346969-01,CCOC(=O)N1CCN(CC1)[N+](\[O-])=N\OC2=CC=C(C=C2C#N)[N+]([O-])=O,-5.981605362312015,JS-59-4,nitric oxide donors,NCGC00242514-13,COCCN1C(C)=[N+](CC2=NC=CN=C2)C3=C1C(=O)C4=CC=CC=C4C3=O,-8.381638068890123,Sepantronium bromide,Survivin Inhibitor,0.94253,1
NCGC00253438-01,CC[C@H]1N(C2CCCC2)C3=NC(NC4=CC=C(C=C4OC)C(=O)NC5CCN(C)CC5)=NC=C3N(C)C1=O,-7.4816045202261074,BI-2536,Polo-like Kinase-1 (Plk-1) Inhibitor,NCGC00242514-13,COCCN1C(C)=[N+](CC2=NC=CN=C2)C3=C1C(=O)C4=CC=CC=C4C3=O,-8.381638068890123,Sepantronium bromide,Survivin Inhibitor,0.872995,1
NCGC00346449-01,ClC1=CC=C(CCCOC2=NNC(=O)C(Br)=C2NCC3=CN=CC=C3)C=C1,-6.231605379060391,Parogrelil,Phosphodiesterase III/Va (PDE) Inhibitor,NCGC00242514-13,COCCN1C(C)=[N+](CC2=NC=CN=C2)C3=C1C(=O)C4=CC=CC=C4C3=O,-8.381638068890123,Sepantronium bromide,Survivin Inhibitor,1.139235,0
NCGC00263112-06,C[C@@H](OC1=C(SC(=C1)N2C=NC3=C2C=C(CN4CCN(C)CC4)C=C3)C(N)=O)C5=CC=CC=C5C(F)(F)F,-7.281606275378642,GSK-461364A,Polo-like Kinase-1 (Plk-1) Inhibitor,NCGC00242514-13,COCCN1C(C)=[N+](CC2=NC=CN=C2)C3=C1C(=O)C4=CC=CC=C4C3=O,-8.381638068890123,Sepantronium bromide,Survivin Inhibitor,1.00962,0
NCGC00263110-02,CN(C(C)=O)C1(CCN(CCC[C@@]2(CCCN(C2)C(=O)C3=CC=CC=C3)C4=CC=C(Cl)C(Cl)=C4)CC1)C5=CC=CC=C5,-7.031605787340429,Osanetant,Tachykinin NK3 Antagonist,NCGC00242514-13,COCCN1C(C)=[N+](CC2=NC=CN=C2)C3=C1C(=O)C4=CC=CC=C4C3=O,-8.381638068890123,Sepantronium bromide,Survivin Inhibitor,0.849465,1
NCGC00182868-16,O=C(NCCCCC1CCN(CC1)C(=O)C2=CC=CC=C2)\C=C\C3=CN=CC=C3,-7.531608356085238,Daporinad,NAMPT Inhibitor,NCGC00025060-04,CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O,-6.681604807136856,Methotrexate,Dihydrofolate Reductase (DHFR) Inhibitor,0.8902350000000001,1
NCGC00386226-04,NC1=NC(N)=C2N=C(CC(CC#C)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)C=NC2=N1,-7.274421616144317,Pralatrexate,Dihydrofolate Reductase (DHFR) Inhibitors,NCGC00025060-04,CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O,-6.681604807136856,Methotrexate,Dihydrofolate Reductase (DHFR) Inhibitor,0.765185,1
NCGC00345809-03,CC(C)C1=NN(C2=C1C(=O)NC(CC3=CC=C(OCCO)C=C3)=N2)C4=C(Cl)C=CC=C4Cl,-7.18160253455865,RGB-286147,CDK1/2/3/7/9 Inhibitor,NCGC00025060-04,CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O,-6.681604807136856,Methotrexate,Dihydrofolate Reductase (DHFR) Inhibitor,0.976075,0
NCGC00345782-02,ClC1=CC=C(OCCCCCCN\C(NC2=CC=NC=C2)=N/C#N)C=C1,-8.331614083309999,GMX-1778,IKK beta Inhibitor,NCGC00025060-04,CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O,-6.681604807136856,Methotrexate,Dihydrofolate Reductase (DHFR) Inhibitor,0.97002,0
NCGC00346644-04,O=C(CC1=CC=C(C=N1)C2=CC=C(OCCN3CCOCC3)C=C2)NCC4=CC=CC=C4,-7.43161051350816,KX-01,Src Kinase Inhibitor,NCGC00025060-04,CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O,-6.681604807136856,Methotrexate,Dihydrofolate Reductase (DHFR) Inhibitor,1.09971,0
NCGC00242506-13,CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)B(O)O,-7.43161051350816,Bortezomib,Proteasome Inhibitor,NCGC00025060-04,CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O,-6.681604807136856,Methotrexate,Dihydrofolate Reductase (DHFR) Inhibitor,1.1596449999999998,0
NCGC00242514-13,COCCN1C(C)=[N+](CC2=NC=CN=C2)C3=C1C(=O)C4=CC=CC=C4C3=O,-8.381638068890123,Sepantronium bromide,Survivin Inhibitor,NCGC00025060-04,CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O,-6.681604807136856,Methotrexate,Dihydrofolate Reductase (DHFR) Inhibitor,1.14319,0
NCGC00263017-01,COC1=C(OC)C=C2C(NCCN3CCOCC3)=NC(=NC2=C1)C4=CC=C(C=C4)N5CCN(C)CC5,-7.731609264370069,CPG-52364,"TLR 7, 8 and 9 Antagonist",NCGC00025060-04,CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O,-6.681604807136856,Methotrexate,Dihydrofolate Reductase (DHFR) Inhibitor,1.1182400000000001,0
NCGC00346962-02,CN1C=C(C=N1)C2=CC=C3N=CC4=C(N(C(=O)C=C4)C5=CC6=C(CCN6C(=O)C=C)C=C5)C3=C2,-6.031605320261941,HMSL10077,BTK Inhibitor,NCGC00025060-04,CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O,-6.681604807136856,Methotrexate,Dihydrofolate Reductase (DHFR) Inhibitor,1.1014399999999998,0
NCGC00346656-03,CCC1=C2N=C(C=C(NCC3=CC=C[N+]([O-])=C3)N2N=C1)N4CCCC[C@H]4CCO,-7.18160253455865,Dinaciclib (SCH727965),CDK1/2/5/9 Inhibitor,NCGC00025060-04,CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O,-6.681604807136856,Methotrexate,Dihydrofolate Reductase (DHFR) Inhibitor,1.02456,0
NCGC00263183-11,CN1CCN(CC1)C2=CC=C(NC3=NC=C4C(=O)N(CC=C)N(C4=N3)C5=CC=CC(=N5)C(C)(C)O)C=C2,-5.881605633370822,MK-1775,Wee1 Kinase Inhibitor,NCGC00025060-04,CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O,-6.681604807136856,Methotrexate,Dihydrofolate Reductase (DHFR) Inhibitor,1.2679200000000002,0
NCGC00263117-17,CC1=C(CCNCC2=CC=C(\C=C\C(=O)NO)C=C2)C3=CC=CC=C3N1,-6.231605379060391,Panobinostat,HDAC Inhibitor,NCGC00025060-04,CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O,-6.681604807136856,Methotrexate,Dihydrofolate Reductase (DHFR) Inhibitor,1.14089,0
NCGC00249613-10,CC(C)C[C@H](NC(=O)[C@H](CCC1=CC=CC=C1)NC(=O)CN2CCOCC2)C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]4(C)CO4,-7.4816045202261074,Carfilzomib,Proteasome Inhibitor,NCGC00025060-04,CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O,-6.681604807136856,Methotrexate,Dihydrofolate Reductase (DHFR) Inhibitor,0.9638199999999999,0
NCGC00346951-03,O=C1C2=CC=CC=C2[N+]3=C1C4=C(C=C3)C5=CC=CC=C5N4,-5.931605578511759,Fascaplysin,CDK4/6 Inhibitor,NCGC00025060-04,CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O,-6.681604807136856,Methotrexate,Dihydrofolate Reductase (DHFR) Inhibitor,1.020045,0
NCGC00345799-07,COC[C@H](NC(=O)[C@H](COC)NC(=O)C1=CN=C(C)S1)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)[C@@]3(C)CO3,-6.8316056515638195,Oprozomib,Proteasome Inhibitor,NCGC00025060-04,CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O,-6.681604807136856,Methotrexate,Dihydrofolate Reductase (DHFR) Inhibitor,1.2285149999999998,0
NCGC00263222-02,CC1(C)OC2=C([C@H](NCC3=CC=CC=C3)[C@@H]1O)C(=O)C4=CC=CC=C4C2=O,-5.481605573349707,CAY-10581,IDO Inhibitor,NCGC00025060-04,CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O,-6.681604807136856,Methotrexate,Dihydrofolate Reductase (DHFR) Inhibitor,1.03599,0
NCGC00242217-07,COC1=CC2=C(C=C1OC)N(C=N2)C3=CC(OCC4=C(C=CC=C4)C(F)(F)F)=C(S3)C(N)=O,-5.83160565156382,GW-843682X,Polo-like Kinase-1 (Plk-1) Inhibitor,NCGC00025060-04,CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O,-6.681604807136856,Methotrexate,Dihydrofolate Reductase (DHFR) Inhibitor,1.0374050000000001,0
NCGC00347952-11,C\C(=N/NC(=S)N1CCC1)C2=NC=CC=C2,-8.731656086048936,NSC-319726,Mutant p53 Activator,NCGC00025060-04,CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O,-6.681604807136856,Methotrexate,Dihydrofolate Reductase (DHFR) Inhibitor,1.2105000000000001,0
NCGC00346535-01,COC1=CC=C(C=C1)[S+]([O-])(=O)N(C(C)=O)C2=C(\C=C\C3=CC=N(=O)C=C3)C=CC=C2,-6.081605805570835,IVX-214,Polo-like Kinase-1 (Plk-1) Inhibitor,NCGC00025060-04,CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O,-6.681604807136856,Methotrexate,Dihydrofolate Reductase (DHFR) Inhibitor,1.1420400000000002,0
NCGC00345825-01,FC(F)C1=NN(C(=C1)C2=CN=C(NC(=O)C3CC3)S2)C4=C(Cl)C=CC=C4Cl,-5.931605578511759,BMS-3,LIMK Inhibitor,NCGC00025060-04,CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O,-6.681604807136856,Methotrexate,Dihydrofolate Reductase (DHFR) Inhibitor,1.11802,0
