Protocol Name,Sample ID,Resolve,InChiKey,Sample Data Type,AC50 (uM),CC-v2,Efficacy,Max Resp,Structure,Metabolic Stability [m],Permeability [1e-6 cm/sec],Solubility [ug/ml],Drug Name,Assay Plate ID,Supplier ID,Supplier,Library,Log AC50 (M),Ligand Efficiency,Sample Name,Alias,CC-v1,LEC,BEI,SEI,Data Range,Inf Activity,Hill Coef,PValue,R2,AC50_2 (uM),Log AC50 2,Hill Coef 2,Fraction,Sample ID2,Tox21 ID,Zero Activity,User Flag,Max Read1,Max Data,Min Data,AUC,AUC Fit,Cmpd Plate ID,Comment,Log AC50-,Log AC50+,Inf Activity-,Inf Activity+,Custom 2,Custom 1,NCGC Unique ID,Mapping ID,Drug ID,Assay Name,Hash Key(24),MLSMR Compound Class,Primary MOA,Origin,Solvent,Salt Code,Purity,Purity Rating,MW,PubChem SID,CAS#,Gene Symbol,Gene ID,Tanimoto,Layer Index,Data Points,Mask No,Log Dye Conc,Report Flag,Assay Protocol ID,Mask Flags,Sample Replicate,Plate Replicate,Measure Time,Replicate IDs,Data Mode,Assay Outcome,Phenotype,Activity Score,Confirmation Flag,Control Flag,Conc ID,Experiment Set,Team,Scientist,IC50 (uM),Data0,Data1,Data2,Data3,Data4,Data5,Data6,Data7,Data8,Data9,Data10,Data11,Data12,Data13,Data14,Data15,Data16,Data17,Data18,Data19,Data20,Data21,Data22,Data23,Data24,Sample Data ID
panc1-proliferating,NCGC00181016-03,NCGC00181016-02|NCGC00181016-03|NCGC00181016-04|NCGC00181016-05|NCGC00181016-06|NCGC00181016-07|NCGC00181016-08|NCGC00181016-09|NCGC00181016-10|NCGC00181016-11|NCGC00181016-12|NCGC00181016-13|NCGC00181016-14|NCGC00181016-15|NCGC00181016-16|NCGC00181016-17|NCGC00181016-18|NCGC00181016-19|NCGC00181016-20|NCGC00255426-01,InChIKey=NAVMQTYZDKMPEU-UHFFFAOYSA-N,activity,,4,0,99.046,CC1=C(C=C2C(=C1)C(C)(C)CCC2(C)C)C(=C)C3=CC=C(C=C3)C(O)=O,,,,,,MFCD00932428,SigmaAldrich,,,,Bexarotene, ; LG69 compound; Bexarotene;Bexarotene;Targretin; Elan brand of bexarotene; Bexarotene (Targretin); 3-methyl-TTNEB,4,,,,38.499,0,,,,,,,,,,0,,,112.686,74.186,461.717,,,,,,,,,,7HWH6ZBVJMRW,NAVMQTYZDKMPEU,7389126;,PANC1,tIxpPCXDxVQaYtABqM,,Retinoid RXR Agonist,,,,,,348.5,124893633,153559-49-0,RXRA,6256,,,33,,,,104265,,,,,"221,643,430,221,645,000,000,000,000",,,,,1,,155550976,,,HTS,,,,,,,,,,,,,,,,,,,,,,,,,,,221656070
panc1-proliferating,NCGC00167441-03,MLS001401423-01|NCGC00167441-02|NCGC00167441-03|NCGC00167441-04|NCGC00167441-05|NCGC00167441-06|NCGC00167441-07|NCGC00167441-08|NCGC00167441-09|NCGC00167441-10|NCGC00167441-11|NCGC00167441-12|NCGC00255978-01|NCGC00378938-01|NCGC00378938-02|NCGC00378938-03|NCGC00378938-04|NCGC00389374-01|NCGC00389374-02,InChIKey=FASDKYOPVNHBLU-ZETCQYMHSA-N,activity,,4,0,99.808,CCCN[C@H]1CCC2=C(C1)SC(=N2)N,,,,,,S2460,Selleck,,,,Pramipexole hydrochloride," ; PRAMIPEXOLE HCl; pramipexol, (R)-isomer;Pramipexole; Pramipexole; Pramipexole Hcl; Mirapex;Pramipexole (Mirapex)",4,,,,39.861,0,,,,,,,,,,0,,,112.13,72.269,448.025,,,,,,,,,,BZUWXBF5CK5W,FASDKYOPVNHBLU,,PANC1,WATYIYjJkNwpWyomRn,,Dopamine D3 Antagonist,,,,,,211.3,174006888,104632-25-9,DRD3,1814,,,22,,,,104265,,,,,"221,643,711,221,646,000",,,,,1,,155551257,,,HTS,,,,,,,,,,,,,,,,,,,,,,,,,,,221656072
panc1-proliferating,NCGC00021305-08,MLS000028373-01|NCGC00021305-01|NCGC00021305-02|NCGC00021305-03|NCGC00021305-04|NCGC00021305-05|NCGC00021305-06|NCGC00021305-07|NCGC00021305-08|NCGC00021305-09|NCGC00021305-10|NCGC00021305-11|NCGC00021305-12|NCGC00021305-13|NCGC00021305-14|NCGC00021305-15|NCGC00021305-16|NCGC00021305-17|NCGC00021305-18|NCGC00021305-19|NCGC00021305-20|NCGC00021305-21|NCGC00021305-22|NCGC00021305-23|NCGC00021305-24|NCGC00021305-25|NCGC00021305-26|NCGC00021305-27|NCGC00021305-28|NCGC00021305-29|NCGC00021305-30|NCGC00021305-31|NCGC00021305-32|NCGC00021305-33|NCGC00021305-34|NCGC00021305-35|NCGC00021305-36|NCGC00021305-37|NCGC00021305-38|NCGC00021305-39,InChIKey=QFJCIRLUMZQUOT-KLHQEZAJSA-N,activity,,4,0,100.886,CO[C@@H]1C[C@@H](CC[C@H]1O)C[C@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C(C)/[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)OC,,,,,,S1039,Selleck,,,,Sirolimus,; ;Rapamycin;Sirolimus; Sirolimus; Wyeth Brand of Sirolimus; Rapamune; Rapamycin (Sirolimus),4,,,,47.51,0,,,,,,,,,,0,,,100.886,53.376,339.542,,,,,,,,,,KG4X67KSF9AM,QFJCIRLUMZQUOT,7429942;,PANC1,JtCnGHhrRuILnvVvcG,,mTOR Inhibitor,,,,,,914.2,124886756,,MTOR,2475,,,33,,,,104265,,,,,"221,643,961,221,646,000,000,000,000",,,,,1,,155551507,,,HTS,,,,,,,,,,,,,,,,,,,,,,,,,,,221656074
panc1-proliferating,NCGC00162249-04,MLS000758280-01|MLS002153424-01|NCGC00016167-01|NCGC00016167-02|NCGC00162249-01|NCGC00162249-02|NCGC00162249-03|NCGC00162249-04|NCGC00162249-05|NCGC00162249-06|NCGC00162249-07|NCGC00162249-08|NCGC00162249-09|NCGC00162249-10|NCGC00162249-11|NCGC00261459-01|NCGC00381708-01|NCGC00381708-02|NCGC00381708-03,InChIKey=QAOAOVKBIIKRNL-UHFFFAOYSA-M,activity,,4,0,96.669,CC(C)C1=CC=C2[N](CC3=CC=C(Cl)C=C3)C(=C(SC(C)(C)C)C2=C1)CC(C)(C)C([O-])=O,25.20371,,,,,1311,Tocris,,,,MK-886,MK-886;MK 886 (sodium salt),4,,,,50.381,0,,,,,,,,,,0,,,103.154,52.773,423.09,,,,,,,,,,6J3JP965Z3N1,QAOAOVKBIIKRNL,,PANC1,CRoOynGahzejxNirKO,,5-lipoxygenase-activating (FLAP) Inhibitor,,,,,,471.1,124892374,118414-82-7,ALOX5AP,241,,,33,,,,104265,,,,,"221,644,124,221,644,000,000,000,000",,,,,1,,155551670,,,HTS,,,,,,,,,,,,,,,,,,,,,,,,,,,221656077
panc1-proliferating,NCGC00346668-01,NCGC00346668-01|NCGC00346668-02|NCGC00346668-03|NCGC00346668-04|NCGC00346668-05|NCGC00346668-06,InChIKey=ZULJGOSFKWFVRX-UHFFFAOYSA-N,activity,,4,0,93.628,CC(C)N(CCNC(=O)CN1CCCC1=O)C(C)C,,,,,,S2594,Selleck,,,,Pramiracetam hydrochloride,Pramiracetam,4,,,,40.393,0,,,,,,,,,,0,,,113.066,72.674,456.558,,,,,,,,,,TUAXJ1Z1H5K7,ZULJGOSFKWFVRX,,PANC1,sZEAWnpYVFLBKujMsh,,neuroprotective drug,,,,,,269.4,174006794,68497-62-1,,,,,22,,,,104265,,,,,"221,644,544,221,646,000",,,,,1,,155552090,,,HTS,,,,,,,,,,,,,,,,,,,,,,,,,,,221656078
panc1-proliferating,NCGC00015462-12,MLS000069386-01|MLS001148176-01|NCGC00015462-01|NCGC00015462-02|NCGC00015462-03|NCGC00015462-04|NCGC00015462-05|NCGC00015462-06|NCGC00015462-07|NCGC00015462-08|NCGC00015462-09|NCGC00015462-10|NCGC00015462-11|NCGC00015462-12|NCGC00015462-13|NCGC00015462-14|NCGC00015462-15|NCGC00015462-16|NCGC00015462-17|NCGC00015462-18|NCGC00015462-19|NCGC00015462-20|NCGC00015462-21|NCGC00015462-22|NCGC00015462-23|NCGC00255522-01|NCGC00261306-01,InChIKey=ZJJXGWJIGJFDTL-UHFFFAOYSA-N,activity,,4,0,98.546,CC1=NC=C(N=C1)C(=O)NCCC2=CC=C(C=C2)[S+]([O-])(=O)NC(=O)NC3CCCCC3,,,,GLIPIZIDE,,AC120,BIOMOL,,,,Glipizide,; ; Glucotrol;Glipizide; Glipizide; Glypidizine; Glipizida; Samarium(III) ionophore I;GLIPIZIDE,4,,,,39.438,0,,,,,,,,,,0,,,110.031,70.593,471.316,,,,,,,,,,UZJ1JGLTGNPZ,MKGWVFBAAZYWCF,7249627;,PANC1,WLSuDysNeFkGBVuKXs,,K(ATP) Channel Blocker,,,,,,445.5,124880186,29094-61-9,,,,,33,,,,104265,,,,,"221,643,088,221,645,000,000,000,000",,,,,1,,155550634,,,HTS,,,,,,,,,,,,,,,,,,,,,,,,,,,221656081
panc1-proliferating,NCGC00263144-02,MLS003230945-01|NCGC00263144-01|NCGC00263144-02|NCGC00263144-03|NCGC00263144-04|NCGC00263144-05|NCGC00263144-06|NCGC00263144-07|NCGC00263144-08|NCGC00263144-09|NCGC00263144-10|NCGC00263144-11|NCGC00263144-12|NCGC00263144-13,InChIKey=ITTRLTNMFYIYPA-UHFFFAOYSA-N,activity,,4,0,105.296,COC1=CC(=CC=C1NC2=NC=C(Cl)C(=N2)OC3=CC(=CC=C3)NC(=O)C=C)N4CCN(C)CC4,,,,,,1506,Axon Medchem,,,,WZ-4002,WZ-4002; WZ-4002,4,,,,21.683,0,,,,,,,,,,0,,,105.296,83.613,459.337,,,,,,,,,,B4ZGNKLVH7ZZ,ITTRLTNMFYIYPA,,PANC1,jXpIBdZsNRUcfatIUf,,EGFR Inhibitor,,,,,,495,174006591,1213269-23-8,EGFR,1956,,,33,,,,104265,,,,,"221,643,924,221,645,000,000,000,000",,,,,1,,155551470,,,HTS,,,,,,,,,,,,,,,,,,,,,,,,,,,221656082
panc1-proliferating,NCGC00346608-01,NCGC00264053-01|NCGC00264053-02|NCGC00346608-01|NCGC00346608-02|NCGC00346608-03|NCGC00483055-01|NCGC00483056-01,InChIKey=QMNWISYXSJWHRY-AUJDEUPOSA-N,activity,,4,0,99.656,CC(C)(O)[C@H]1CC[C@](C)(O1)[C@H]2[C@@H](O)C[C@@]3(C)[C@@H]4C[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@H]6C(C)(C)[C@H](CC[C@@]67C[C@@]47CC[C@]23C)O[C@@H]8OC[C@@H](O)[C@H](O)[C@H]8O,,,,,,S2415,Selleck,,,,Astragaloside A,Astragaloside A,4,,,,33.475,0,,,,,,,,,,0,,,116.005,82.53,471.358,,,,,,,,,,LH3LTFWGT42Y,QMNWISYXSJWHRY,,PANC1,VOdqyowdFpRrLlgbPi,,treatment of degenerative bone diseases,,,,,,785,174006817,83207-58-3,,,,,22,,,,104265,,,,,"221,644,567,221,646,000",,,,,1,,155552113,,,HTS,,,,,,,,,,,,,,,,,,,,,,,,,,,221656084
panc1-proliferating,NCGC00016794-14,AB02509362-01|MLS000028421-01|MLS001055364-01|NCGC00016794-01|NCGC00016794-02|NCGC00016794-03|NCGC00016794-04|NCGC00016794-05|NCGC00016794-06|NCGC00016794-07|NCGC00016794-08|NCGC00016794-09|NCGC00016794-10|NCGC00016794-11|NCGC00016794-12|NCGC00016794-13|NCGC00016794-14|NCGC00016794-15|NCGC00016794-16|NCGC00016794-17|NCGC00016794-18|NCGC00016794-19|NCGC00016794-20|NCGC00016794-21|NCGC00016794-22|NCGC00016794-23|NCGC00256601-01|NCGC00259546-01,InChIKey=HEMJJKBWTPKOJG-UHFFFAOYSA-N,activity,,4,0,103.011,CC1=CC(=C(C)C=C1)OCCCC(C)(C)C(O)=O,,,,,,MS-01500313,Microsource,,,,Gemfibrozil, Gemfibrozilo; ;; Lopid;GEMFIBROZIL; Gemfibrozil;Gemfibrozil,4,,,,39.399,0,,,,,,,,,,0,,,106.694,67.294,423.862,,,,,,,,,,AHSM1113H7C1,HEMJJKBWTPKOJG,,PANC1,UYrtFrHDUldEKdkKUA,,PPARalpha Agonist,,,,,,250.3,174007259,25812-30-0,PPARA,5465,,,33,,,,104265,,,,,"221,644,403,221,647,000,000,000,000",,,,,1,,155551949,,,HTS,,,,,,,,,,,,,,,,,,,,,,,,,,,221656086
panc1-proliferating,NCGC00346522-01,NCGC00346522-01|NCGC00346522-02|NCGC00346522-03|NCGC00346522-04|NCGC00346522-05|NCGC00346522-06|NCGC00389704-01,InChIKey=BOZRFEQDOFSZBV-DHIUTWEWSA-N,activity,,4,0,106.035,OC(=O)[C@@H]1CCC[C@H]1C(=O)C2=CC=C(C=C2)C3=CC=C(NC(=O)NC4=CC=CC=C4)C=C3,,,,,,S2674,Selleck,,,,A-922500,A 922500,4,,,,47.596,0,,,,,,,,,,0,,,120.389,72.793,482.902,,,,,,,,,,UU4DZG186D9X,BOZRFEQDOFSZBV,,PANC1,BqlEgAYndBGJCjyDXU,,Diacylglycerol Acyltransferase Type 1 (DGAT-1) Inhibitor,,,,,,428.5,174007262,959122-11-3,DGAT1,8694,,,33,,,,104265,,,,,"221,644,406,221,647,000,000,000,000",,,,,1,,155551952,,,HTS,,,,,,,,,,,,,,,,,,,,,,,,,,,221656087
panc1-proliferating,NCGC00015122-09,MLS000069376-01|MLS001401370-01|MLS002320678-01|NCGC00015122-01|NCGC00015122-02|NCGC00015122-03|NCGC00015122-04|NCGC00015122-05|NCGC00015122-06|NCGC00015122-07|NCGC00015122-08|NCGC00015122-09|NCGC00015122-10|NCGC00015122-11|NCGC00015122-12|NCGC00015122-13|NCGC00015122-14|NCGC00015122-15|NCGC00015122-16|NCGC00015122-17|NCGC00015122-18|NCGC00015122-19|NCGC00015122-20|NCGC00015122-21|NCGC00015122-22|NCGC00015122-23|NCGC00015122-24|NCGC00015122-25|NCGC00015122-26|NCGC00015122-27|NCGC00016807-01|NCGC00255927-01|NCGC00260851-01,InChIKey=HEYVINCGKDONRU-UHFFFAOYSA-N,activity,,4,0,111.331,CC(NC(C)(C)C)C(=O)C1=CC=CC(=C1)Cl,,,,,,MS-01504174,Microsource,,,,Bupropion hydrochloride,; ;Bupropion hydrochloride; 3   Bupropion Hcl; Bupropion hydrochloride; Bupropine HCl; Amfebutamonum;BUPROPION; Amfebutamona; Bupropion hydrocloride;Bupropion?HCl; Wellbutrin,4,,,,52.07,0,,,,,,,,,,0,,,129.471,77.401,470.299,,,,,,,,,,NPWUG3927YCG,SNPPWIUOZRMYNY,,PANC1,VSqhrLIzJThSHzxteK,,Dopamine Transporter (DAT) Inhibitor,,,HCL,,,239.7,174006913,31677-93-7,SLC6A3,6531,,,22,,,,104265,,,,,"221,643,729,221,646,000",,,,,1,,155551275,,,HTS,,,,,,,,,,,,,,,,,,,,,,,,,,,221656655
panc1-proliferating,NCGC00017156-01,MLS002153777-01|NCGC00094952-01|NCGC00094952-02|NCGC00159444-03|NCGC00159444-04|NCGC00159444-05|NCGC00159444-06|NCGC00159444-07|NCGC00159444-08|NCGC00179599-01|NCGC00179599-02|NCGC00179599-03|NCGC00179599-04|NCGC00179599-05|NCGC00179599-06|NCGC00179599-07|NCGC00179599-08|NCGC00179599-09|NCGC00179599-11|NCGC00179599-12|NCGC00179599-13|NCGC00179599-14|NCGC00263857-01,InChIKey=OMYIZCZQILAOGB-OSZMYQJASA-N,activity,,4,0,105.378,O.O.CCN1CCN(C(=O)N[C@H](C(=O)N[C@H]2[C@@H]3SC\C(=C(/N3C2=O)C(O)=O)CSC4=NN=N[N]4C)C5=CC=C(O)C=C5)C(=O)C1=O,,,,"C??fobis;CEFOPERAZONE SODIUM;Pfizer Brand of Cefoperazone Sodium;Cefoperazone Sodium;sulperazon;T 155;NCGC00094952-02;NCGC00094952-01;Cefoperazono;Cefoperazonum;cefoperazonum;CEFOPERAZONE;T-1551;Cefobid;T1551;cefoperazone;Cefoperazone;Prestwick-05A08;Cefoperazone sodium salt;sodium cefoperazone;cefobid;CIPLUS_184436;Sodium Salt, Cefoperazon;CIPLUS_184435;5-Thia-1-azabicyclo(4.2.0)oct-2-ene-2-carboxylic acid, 7-(((((4-ethyl-2,3-dioxo-1-piperazinyl)carbonyl)amino)(4-hydroxyphenyl)acetyl)amino)-3-(((1-methyl-1H-tetrazol-5-yl)thio)methyl)-8-oxo-, (6R-(6alpha,7beta(R*)))-;Cefoperazone Sodium Salt;Sodium, Cefoperazon;CIPLUS_706816;LS-150056;Salt, Cefoperazone Sodiu;CEFOPERAZOLE SODIUM;LS-150057;NCGC00017156-01;4   Cefoperazone Sodium;Cefoperazone sodium;Farmasierra Brand of Cefoperazone Sodium;sulperazone;Cefoperazon;",,Prestwick-05A08,"Prestwick Chemical, Inc.",,,,Cefoperazone sodium,";Cefoperazone sodium; Cefoperazon; 4   Cefoperazone Sodium; Cefoperazono; Cefoperazone Sodium Salt; Sodium Salt, Cefoperazon; Cefoperazone sodium salt; Prestwick-05A08; Sodium, Cefoperazon; C??fobis; Salt, Cefoperazone Sodiu",4,,,,32.642,0,,,,,,,,,,0,,,110.421,77.779,526.377,,,,,,,,,,97KFLKZGP891,GCFBRXLSHGKWDP,7335925;,PANC1,dLTVqsjLTVjhriBnIh,,Cephalosporin antibiotic,,,,,,645.7,11113072,62893-20-3,,,,,33,,-8.284,,104265,,,,,"221,643,237,221,646,000,000,000,000",,,,,1,,155550783,,,HTS,,,,,,,,,,,,,,,,,,,,,,,,,,,221656656
panc1-proliferating,NCGC00165799-02,NCGC00165799-01|NCGC00165799-02|NCGC00165799-03|NCGC00165799-04|NCGC00165799-05|NCGC00421866-01,InChIKey=TYEFSRMOUXWTDN-DYQICHDWSA-N,activity,,4,0,115.05,CCC(=O)NC[C@H](CC1=CC=C(OCCC2=C(C)OC(=N2)C3=CC=CC=C3)C=C1)N\C(C)=C/C(=O)C4=CC=C(C=C4)C(F)(F)F,,,,,,4618,Tocris,,,,GW-6471,GW 6471,4,,,,50.365,0,,,,,,,,,,0,,,115.05,64.685,430.135,,,,,,,,,,KJX56UUYZWPY,TYEFSRMOUXWTDN,,PANC1,wYXBuhHxEgjEMhMoKa,,PPARalpha Antagonist,,,,,,619.7,174007211,880635-03-0,PPARA,5465,,,33,,,,104265,,,,,"221,644,363,221,647,000,000,000,000",,,,,1,,155551909,,,HTS,,,,,,,,,,,,,,,,,,,,,,,,,,,221656663
panc1-proliferating,NCGC00091104-05,AB07944778-01|MLS001066421-01|MLS001306461-01|MLS003883739-01|NCGC00091104-01|NCGC00091104-02|NCGC00091104-03|NCGC00091104-04|NCGC00091104-05|NCGC00091104-06|NCGC00091104-07|NCGC00091104-08|NCGC00091104-09|NCGC00091104-10|NCGC00095160-01|NCGC00095160-02|NCGC00095160-03|NCGC00095160-04|NCGC00256407-01|NCGC00259864-01,InChIKey=IAOZJIPTCAWIRG-QWRGUYRKSA-N,activity,,4,0,94.294,COC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](N)CC(O)=O,,,,,,MS-01505306,Microsource,,,,Aspartame,Aspartame;ASPARTAME,4,,,,16.531,0,,,,,,,,,,0,,,102.021,85.49,450.152,,,,,,,,,,N62CLRMHBV1M,IAOZJIPTCAWIRG,,PANC1,hMhlfFXKfQcvMXxeXb,,Synthetic sugar substitute,,,,,,294.3,174006871,22839-47-0,,,,,22,,,,104265,,,,,"221,644,527,221,646,000",,,,,1,,155552073,,,HTS,,,,,,,,,,,,,,,,,,,,,,,,,,,221656665
panc1-proliferating,NCGC00015150-04,MLS002153187-01|NCGC00015150-01|NCGC00015150-02|NCGC00015150-03|NCGC00015150-04|NCGC00015150-05|NCGC00015150-06|NCGC00015150-07|NCGC00015150-08|NCGC00093655-01|NCGC00094983-01|NCGC00094983-02|NCGC00178605-01|NCGC00178605-02|NCGC00178605-03|NCGC00178605-04|NCGC00178605-05|NCGC00178605-06|NCGC00178605-07|NCGC00178605-08|NCGC00178605-09|NCGC00178605-10|NCGC00255057-01|NCGC00255967-01|NCGC00260397-01|NCGC00260857-01,InChIKey=DOISALPRRSQXCK-UHFFFAOYSA-M,activity,,4,0,100.851,[Cl-].C[N+](C)(C)CC(=O)O,,,,,,S2580,Selleck,,,,Betaine,Betaine-trimethyl-d9  hydrochloride; ;Betaine hydrochloride; Betaine hydrochloride;Betaine,4,,,,35.039,0,,,,,,,,,Tox21_111373_1,0,,,105.758,70.719,442.74,,,,,,,,,,4GBM8T4Q7BYT,KWIUHFFTVRNATP,,PANC1,txatdkHswjqpYyMXVA,,Nitric Oxide (NO) Donors,,,CL,,,153.6,174007375,590-46-5,,,,,33,,,,104265,,,,,"221,643,570,221,643,000,000,000,000",,,,,1,,155550988,,,HTS,,,,,,,,,,,,,,,,,,,,,,,,,,,221656668
panc1-proliferating,NCGC00161670-06,MLS000069747-01|MLS002207302-01|MLS002222329-01|NCGC00160128-01|NCGC00160128-02|NCGC00160128-03|NCGC00161670-01|NCGC00161670-02|NCGC00161670-03|NCGC00161670-04|NCGC00161670-05|NCGC00161670-06|NCGC00161670-07|NCGC00161670-08|NCGC00161670-09|NCGC00161670-10|NCGC00161670-11|NCGC00161670-12|NCGC00161670-13|NCGC00161670-14,InChIKey=FAXGPCHRFPCXOO-LXTPJMTPSA-N,activity,,4,0,109.487,OC(=O)C[C@H](O)[C@@H](NC(=O)[C@H](C)NC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CC(C)C)C(C)C)C(C)C)CC(C)C,,,,,,Prestw-405,Prestwick,,,,Pepstatin,pepstatin;Pepstatin A,4,,,,111.97,0,,,,,,,,,Tox21_111747_1,0,,,115.219,3.249,445.803,,,,,,,,,,9JCCA64K6LWK,FAXGPCHRFPCXOO,,PANC1,FiRveFkhqPlncPEkua,,Aspartyl Protease Inhibitor,,,,,,685.9,174006741,26305-03-3,,,,,33,,,,104265,,,,,"221,647,679,221,644,000,000,000,000",,,,,1,,155552417,,,HTS,,,,,,,,,,,,,,,,,,,,,,,,,,,221656672
panc1-proliferating,NCGC00182037-01,,InChIKey=FHHHOYXPRDYHEZ-COXVUDFISA-N,activity,,4,0,100.494,O=C(N[C@@H](Cc1ccccc1)C(=O)O)[C@@H]2CCCN2C(=O)[C@H](C)CSC(C)=O,,,,N-(1-(3-(acetylthio)-2-methyl-1-oxopropyl)-L-prolyl)-L-phenylalanine;CIPLUS_214255;aracepril;alacepril;ALACEPRIL;DU-1219;Alacepril;DU 1219;cetapril;alaceprilum;LS-105750;Cetapril;,,ALACEPRIL,ACC,,,,Alacepril,Alacepril; ; Alacepril,4,,,,43.578,0,,,,,,,,,Tox21_112904,0,,,116.959,73.382,482.008,,,,,,,,,,G1HR47GC38G7,FHHHOYXPRDYHEZ,7307000;,PANC1,OFdzErfGxUzAmUnCNc,,Angiotensin-I Converting Enzyme Inhibitor,,,,,A,406.5,124893756,74258-86-9,ACE,1636,,,33,,,,104265,,,,,"221,643,141,221,645,000,000,000,000",,,,,1,,155550687,,,HTS,,,,,,,,,,,,,,,,,,,,,,,,,,,221656676
panc1-proliferating,NCGC00274030-01,NCGC00274030-01|NCGC00274030-02|NCGC00274030-03|NCGC00274030-04|NCGC00274030-05|NCGC00274030-06|NCGC00274030-07|NCGC00274030-08|NCGC00274030-09|NCGC00274030-10|NCGC00274030-11|NCGC00274030-12|NCGC00274030-13|NCGC00274030-14|NCGC00274030-15|NCGC00274030-16,InChIKey=QADPYRIHXKWUSV-UHFFFAOYSA-N,activity,,4,0,99.427,CCN1CCN(CC1)C2=CC=C(NC3=CC(=NC=N3)N(C)C(=O)NC4=C(Cl)C(=CC(=C4Cl)OC)OC)C=C2,,,,,,S2183,Selleck,,,,Infigratinib,NVP-BGJ398,4,,,,59.907,0,,,,,,,,,,0,,,133.593,73.686,469.379,,,,,,,,,,51D1WX9A6P18,QADPYRIHXKWUSV,,PANC1,bciWakbBFouCvJDVPI,,FGFR3 Inhibitor,,,,,,560.5,174006580,872511-34-7,FGFR3,,,,33,,,,104265,,,,,"221,643,906,221,645,000,000,000,000",,,,,1,,155551452,,,HTS,,,,,,,,,,,,,,,,,,,,,,,,,,,221656679
panc1-proliferating,NCGC00182554-02,MLS002264475-01|NCGC00182554-01|NCGC00182554-02|NCGC00182554-03|NCGC00182554-04|NCGC00182554-05|NCGC00182554-06,InChIKey=JNODQFNWMXFMEV-UHFFFAOYSA-N,activity,,4,0,93.429,CN1CCC2=C(C1)C3=C(C=CC(C)=C3)N2CCC4=CN=C(C)C=C4,,,,"LS-133645;2,3,4,5-tetrahydro-2,8-dimethyl-5-(2-(6-methyl-3-pyridyl)-ethyl)-1H-pyrid(4,3b)indole;CIPLUS_774236;dimebon;dimebone;1H-Pyrido(4,3-b)indole, 2,3,4,5-tetrahydro-2,8-dimethyl-5-(2-(6-methyl-3-pyridyl)ethyl)-;dimebolin;",,GRB06-073,NCGCChem,,,,Latrepirdine hydrochloride,,4,,,,54.702,0,,,,,,,,,,0,,,115.466,60.764,466.109,,,,,,,,,,DQ23Q75WQ524,JNODQFNWMXFMEV,7470543;,PANC1,HgtOQddQuGoUkqReyd,,NMDA Antagonist,,,,,,319.4,104223880,3613-73-8 (free base),GRIN2A,2903,,,33,,,,104265,,,,,"221,647,217,221,647,000,000,000,000",,,,,1,,155554763,,,HTS,,,,,,,,,,,,,,,,,,,,,,,,,,,221656680
panc1-proliferating,NCGC00013822-03,MLS000736819-01|NCGC00013822-01|NCGC00013822-02|NCGC00013822-03|NCGC00013822-04|NCGC00013822-05|NCGC00013822-06|NCGC00013822-07|NCGC00013822-08|NCGC00013822-09|NCGC00013822-10|NCGC00013822-11,InChIKey=USWLOKMMUTWFMD-UHFFFAOYSA-N,activity,,4,0,93.89,S1C(=C(C2=CC=NC=C2)C(=C1C3=CC=NC=C3)C4=CC=NC=C4)C5=CC=NC=C5,,,,,,3889,Tocris,,,,NSC-75503,GANT 58,4,,,,36.99,0,,,,,,,,,,0,,,112.475,75.485,444.81,,,,,,,,,,DVMGWTNUHD2Q,USWLOKMMUTWFMD,,PANC1,OhHpqgXVgCtGMOmXIk,,Hedgehog Antagonist,,,,,,392.5,174006745,64048-12-0,SHH,6469,,,33,,,,104265,,,,,"221,647,685,221,644,000,000,000,000",,,,,1,,155552423,,,HTS,,,,,,,,,,,,,,,,,,,,,,,,,,,221656681
panc1-proliferating,NCGC00347949-01,NCGC00347949-01|NCGC00347949-02|NCGC00347949-03|NCGC00347949-04|NCGC00347949-05|NCGC00347949-06|NCGC00347949-07|NCGC00347949-08|NCGC00347949-09|NCGC00347949-10|NCGC00347949-11|NCGC00347949-12|NCGC00347949-13|NCGC00347949-14|NCGC00347949-15|NCGC00347949-16,InChIKey=LXFKEVQQSKQXPR-UHFFFAOYSA-N,activity,,4,0,97.363,COC1=CC=C(CCC(=O)NC2=NC3=CC=C(Cl)C=C3S2)C=C1OC,,,,,,M60073-2s,XcessBio,,,,KY-02111,,4,,,,46.556,0,,,,,,,,,,0,,,108.578,62.022,438.583,,,,,,,,,,41MMVPRHXAVQ,LXFKEVQQSKQXPR,,PANC1,VDteYqGSVrHAKESdVp,,Wnt Signaling Inhibitor,,,,,,376.9,174006750,1118807-13-8,WNT5A,7474,,,33,,,,104265,,,,,"221,647,692,221,644,000,000,000,000",,,,,1,,155552430,,,HTS,,,,,,,,,,,,,,,,,,,,,,,,,,,221656683
