AssayId,BlockId,Size,RowSid,RowName,RowTarget,ColSid,ColName,ColTarget,RowIC50,ColIC50,RowConcs,ColConcs,RowConcUnit,ColConcUnit
9191,68,10,NCGC00346656-03,"Dinaciclib (SCH727965)","CDK1/2/5/9 Inhibitor",NCGC00242506-13,"Bortezomib","Proteasome Inhibitor",0.074784,0.008815,"2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0195312,0.0097656,0.0","0.9,0.45,0.225,0.1125,0.05625,0.028125,0.014062400000000001,0.0070312000000000005,0.0035156000000000002,0.0",uM,uM
9191,69,10,NCGC00263183-11,"MK-1775","Wee1 Kinase Inhibitor",NCGC00242506-13,"Bortezomib","Proteasome Inhibitor",1.573841,0.007472,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","0.9,0.45,0.225,0.1125,0.05625,0.028125,0.014062400000000001,0.0070312000000000005,0.0035156000000000002,0.0",uM,uM
9191,70,10,NCGC00263117-17,"Panobinostat","HDAC Inhibitor",NCGC00242506-13,"Bortezomib","Proteasome Inhibitor",0.169235,0.008635,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","0.9,0.45,0.225,0.1125,0.05625,0.028125,0.014062400000000001,0.0070312000000000005,0.0035156000000000002,0.0",uM,uM
9191,71,10,NCGC00249613-10,"Carfilzomib","Proteasome Inhibitor",NCGC00242506-13,"Bortezomib","Proteasome Inhibitor",0.00684,0.008875,"2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0195312,0.0097656,0.0","0.9,0.45,0.225,0.1125,0.05625,0.028125,0.014062400000000001,0.0070312000000000005,0.0035156000000000002,0.0",uM,uM
9191,72,10,NCGC00346951-03,"Fascaplysin","CDK4/6 Inhibitor",NCGC00242506-13,"Bortezomib","Proteasome Inhibitor",0.763092,0.008875,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","0.9,0.45,0.225,0.1125,0.05625,0.028125,0.014062400000000001,0.0070312000000000005,0.0035156000000000002,0.0",uM,uM
9191,73,10,NCGC00345799-07,"Oprozomib","Proteasome Inhibitor",NCGC00242506-13,"Bortezomib","Proteasome Inhibitor",0.045015,0.007471,"6.300000000000001,3.1500000000000004,1.5750000000000002,0.7875000000000001,0.39375000000000004,0.19687500000000002,0.09843760000000001,0.04921880000000001,0.024609400000000003,0.0","0.9,0.45,0.225,0.1125,0.05625,0.028125,0.014062400000000001,0.0070312000000000005,0.0035156000000000002,0.0",uM,uM
9191,74,10,NCGC00263222-02,"CAY-10581","IDO Inhibitor",NCGC00242506-13,"Bortezomib","Proteasome Inhibitor",1.054123,0.007638,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","0.9,0.45,0.225,0.1125,0.05625,0.028125,0.014062400000000001,0.0070312000000000005,0.0035156000000000002,0.0",uM,uM
9191,75,10,NCGC00347952-11,"NSC-319726","Mutant p53 Activator",NCGC00242506-13,"Bortezomib","Proteasome Inhibitor",0.054577,0.007545,"12.600000000000001,6.300000000000001,3.1500000000000004,1.5750000000000002,0.7875000000000001,0.39375000000000004,0.19687500000000002,0.09843760000000001,0.04921880000000001,0.0","0.9,0.45,0.225,0.1125,0.05625,0.028125,0.014062400000000001,0.0070312000000000005,0.0035156000000000002,0.0",uM,uM
9191,76,10,NCGC00346535-01,"IVX-214","Polo-like Kinase-1 (Plk-1) Inhibitor",NCGC00242506-13,"Bortezomib","Proteasome Inhibitor",0.377188,0.008639,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","0.9,0.45,0.225,0.1125,0.05625,0.028125,0.014062400000000001,0.0070312000000000005,0.0035156000000000002,0.0",uM,uM
9191,77,10,NCGC00345825-01,"BMS-3","LIMK Inhibitor",NCGC00242506-13,"Bortezomib","Proteasome Inhibitor",0.266874,0.008682,"14.0,7.0,3.5,1.75,0.875,0.4375,0.21875,0.109375,0.0546876,0.0","0.9,0.45,0.225,0.1125,0.05625,0.028125,0.014062400000000001,0.0070312000000000005,0.0035156000000000002,0.0",uM,uM
9191,78,10,NCGC00345852-02,"BS-194","CDK1/2/5/9 Inhibitor",NCGC00242506-13,"Bortezomib","Proteasome Inhibitor",2.28143,0.008182,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","0.9,0.45,0.225,0.1125,0.05625,0.028125,0.014062400000000001,0.0070312000000000005,0.0035156000000000002,0.0",uM,uM
9191,79,10,NCGC00345823-01,"Akt-I-1,2","AKT Inhibitor",NCGC00242506-13,"Bortezomib","Proteasome Inhibitor",0.00121,0.008762,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","0.9,0.45,0.225,0.1125,0.05625,0.028125,0.014062400000000001,0.0070312000000000005,0.0035156000000000002,0.0",uM,uM
9191,80,10,NCGC00263087-15,"Volasertib","Polo-like Kinase-1 (Plk-1) Inhibitor",NCGC00242506-13,"Bortezomib","Proteasome Inhibitor",1.123532,0.008794,"10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0","0.9,0.45,0.225,0.1125,0.05625,0.028125,0.014062400000000001,0.0070312000000000005,0.0035156000000000002,0.0",uM,uM
9191,81,10,NCGC00346969-01,"JS-59-4","nitric oxide donors",NCGC00242506-13,"Bortezomib","Proteasome Inhibitor",0.559873,0.008575,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","0.9,0.45,0.225,0.1125,0.05625,0.028125,0.014062400000000001,0.0070312000000000005,0.0035156000000000002,0.0",uM,uM
9191,82,10,NCGC00253438-01,"BI-2536","Polo-like Kinase-1 (Plk-1) Inhibitor",NCGC00242506-13,"Bortezomib","Proteasome Inhibitor",0.114124,0.009338,"4.0,2.0,1.0,0.5,0.25,0.125,0.0625,0.03125,0.015625,0.0","0.9,0.45,0.225,0.1125,0.05625,0.028125,0.014062400000000001,0.0070312000000000005,0.0035156000000000002,0.0",uM,uM
9191,83,10,NCGC00346449-01,"Parogrelil","Phosphodiesterase III/Va (PDE) Inhibitor",NCGC00242506-13,"Bortezomib","Proteasome Inhibitor",23.411757,0.007969,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","0.9,0.45,0.225,0.1125,0.05625,0.028125,0.014062400000000001,0.0070312000000000005,0.0035156000000000002,0.0",uM,uM
9191,84,10,NCGC00263112-06,"GSK-461364A","Polo-like Kinase-1 (Plk-1) Inhibitor",NCGC00242506-13,"Bortezomib","Proteasome Inhibitor",2.236823,0.007696,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","0.9,0.45,0.225,0.1125,0.05625,0.028125,0.014062400000000001,0.0070312000000000005,0.0035156000000000002,0.0",uM,uM
9191,85,10,NCGC00263110-02,"Osanetant","Tachykinin NK3 Antagonist",NCGC00242506-13,"Bortezomib","Proteasome Inhibitor",19.025,0.008812,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","0.9,0.45,0.225,0.1125,0.05625,0.028125,0.014062400000000001,0.0070312000000000005,0.0035156000000000002,0.0",uM,uM
9191,86,10,NCGC00386226-04,"Pralatrexate","Dihydrofolate Reductase (DHFR) Inhibitors",NCGC00242514-13,"Sepantronium bromide","Survivin Inhibitor",0.007821,8.12E-4,"0.25,0.125,0.0625,0.03125,0.015625,0.007812400000000001,0.0039062000000000003,0.0019532,9.766E-4,0.0","0.06,0.03,0.015,0.0075,0.00375,0.001875,9.376000000000001E-4,4.6880000000000007E-4,2.3440000000000003E-4,0.0",uM,uM
9191,87,10,NCGC00345809-03,"RGB-286147","CDK1/2/3/7/9 Inhibitor",NCGC00242514-13,"Sepantronium bromide","Survivin Inhibitor",0.021645,9.82E-4,"1.6,0.8,0.4,0.2,0.1,0.05,0.025,0.0125,0.00625,0.0","0.06,0.03,0.015,0.0075,0.00375,0.001875,9.376000000000001E-4,4.6880000000000007E-4,2.3440000000000003E-4,0.0",uM,uM
9191,88,10,NCGC00345782-02,"GMX-1778","IKK beta Inhibitor",NCGC00242514-13,"Sepantronium bromide","Survivin Inhibitor",0.006743,7.32E-4,"1.0,0.5,0.25,0.125,0.0625,0.03125,0.015625,0.007812400000000001,0.0039062000000000003,0.0","0.06,0.03,0.015,0.0075,0.00375,0.001875,9.376000000000001E-4,4.6880000000000007E-4,2.3440000000000003E-4,0.0",uM,uM
9191,89,10,NCGC00346644-04,"KX-01","Src Kinase Inhibitor",NCGC00242514-13,"Sepantronium bromide","Survivin Inhibitor",0.055339,7.2E-4,"1.4000000000000001,0.7000000000000001,0.35000000000000003,0.17500000000000002,0.08750000000000001,0.043750000000000004,0.021875000000000002,0.0109376,0.0054688,0.0","0.06,0.03,0.015,0.0075,0.00375,0.001875,9.376000000000001E-4,4.6880000000000007E-4,2.3440000000000003E-4,0.0",uM,uM
9191,90,10,NCGC00263017-01,"CPG-52364","TLR 7, 8 and 9 Antagonist",NCGC00242514-13,"Sepantronium bromide","Survivin Inhibitor",173.80994,6.11E-4,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","0.06,0.03,0.015,0.0075,0.00375,0.001875,9.376000000000001E-4,4.6880000000000007E-4,2.3440000000000003E-4,0.0",uM,uM
9191,91,10,NCGC00346962-02,"HMSL10077","BTK Inhibitor",NCGC00242514-13,"Sepantronium bromide","Survivin Inhibitor",17.082478,7.1E-4,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","0.06,0.03,0.015,0.0075,0.00375,0.001875,9.376000000000001E-4,4.6880000000000007E-4,2.3440000000000003E-4,0.0",uM,uM
9191,92,10,NCGC00346656-03,"Dinaciclib (SCH727965)","CDK1/2/5/9 Inhibitor",NCGC00242514-13,"Sepantronium bromide","Survivin Inhibitor",0.086209,7.08E-4,"2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0195312,0.0097656,0.0","0.06,0.03,0.015,0.0075,0.00375,0.001875,9.376000000000001E-4,4.6880000000000007E-4,2.3440000000000003E-4,0.0",uM,uM
9191,93,10,NCGC00263183-11,"MK-1775","Wee1 Kinase Inhibitor",NCGC00242514-13,"Sepantronium bromide","Survivin Inhibitor",1.630528,5.89E-4,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","0.06,0.03,0.015,0.0075,0.00375,0.001875,9.376000000000001E-4,4.6880000000000007E-4,2.3440000000000003E-4,0.0",uM,uM
9191,94,10,NCGC00263117-17,"Panobinostat","HDAC Inhibitor",NCGC00242514-13,"Sepantronium bromide","Survivin Inhibitor",0.190266,7.54E-4,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","0.06,0.03,0.015,0.0075,0.00375,0.001875,9.376000000000001E-4,4.6880000000000007E-4,2.3440000000000003E-4,0.0",uM,uM
9191,95,10,NCGC00249613-10,"Carfilzomib","Proteasome Inhibitor",NCGC00242514-13,"Sepantronium bromide","Survivin Inhibitor",0.007089,6.18E-4,"2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0195312,0.0097656,0.0","0.06,0.03,0.015,0.0075,0.00375,0.001875,9.376000000000001E-4,4.6880000000000007E-4,2.3440000000000003E-4,0.0",uM,uM
9191,96,10,NCGC00346951-03,"Fascaplysin","CDK4/6 Inhibitor",NCGC00242514-13,"Sepantronium bromide","Survivin Inhibitor",0.65384,5.05E-4,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","0.06,0.03,0.015,0.0075,0.00375,0.001875,9.376000000000001E-4,4.6880000000000007E-4,2.3440000000000003E-4,0.0",uM,uM
9191,97,10,NCGC00345799-07,"Oprozomib","Proteasome Inhibitor",NCGC00242514-13,"Sepantronium bromide","Survivin Inhibitor",0.053536,8.15E-4,"6.300000000000001,3.1500000000000004,1.5750000000000002,0.7875000000000001,0.39375000000000004,0.19687500000000002,0.09843760000000001,0.04921880000000001,0.024609400000000003,0.0","0.06,0.03,0.015,0.0075,0.00375,0.001875,9.376000000000001E-4,4.6880000000000007E-4,2.3440000000000003E-4,0.0",uM,uM
9191,98,10,NCGC00263222-02,"CAY-10581","IDO Inhibitor",NCGC00242514-13,"Sepantronium bromide","Survivin Inhibitor",1.176107,7.72E-4,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","0.06,0.03,0.015,0.0075,0.00375,0.001875,9.376000000000001E-4,4.6880000000000007E-4,2.3440000000000003E-4,0.0",uM,uM
9191,99,10,NCGC00347952-11,"NSC-319726","Mutant p53 Activator",NCGC00242514-13,"Sepantronium bromide","Survivin Inhibitor",0.07354,7.63E-4,"12.600000000000001,6.300000000000001,3.1500000000000004,1.5750000000000002,0.7875000000000001,0.39375000000000004,0.19687500000000002,0.09843760000000001,0.04921880000000001,0.0","0.06,0.03,0.015,0.0075,0.00375,0.001875,9.376000000000001E-4,4.6880000000000007E-4,2.3440000000000003E-4,0.0",uM,uM
9191,100,10,NCGC00346535-01,"IVX-214","Polo-like Kinase-1 (Plk-1) Inhibitor",NCGC00242514-13,"Sepantronium bromide","Survivin Inhibitor",0.357707,7.82E-4,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","0.06,0.03,0.015,0.0075,0.00375,0.001875,9.376000000000001E-4,4.6880000000000007E-4,2.3440000000000003E-4,0.0",uM,uM
9191,101,10,NCGC00345825-01,"BMS-3","LIMK Inhibitor",NCGC00242514-13,"Sepantronium bromide","Survivin Inhibitor",0.235896,7.11E-4,"14.0,7.0,3.5,1.75,0.875,0.4375,0.21875,0.109375,0.0546876,0.0","0.06,0.03,0.015,0.0075,0.00375,0.001875,9.376000000000001E-4,4.6880000000000007E-4,2.3440000000000003E-4,0.0",uM,uM
9191,102,10,NCGC00345852-02,"BS-194","CDK1/2/5/9 Inhibitor",NCGC00242514-13,"Sepantronium bromide","Survivin Inhibitor",1.941606,5.71E-4,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","0.06,0.03,0.015,0.0075,0.00375,0.001875,9.376000000000001E-4,4.6880000000000007E-4,2.3440000000000003E-4,0.0",uM,uM
9191,103,10,NCGC00345823-01,"Akt-I-1,2","AKT Inhibitor",NCGC00242514-13,"Sepantronium bromide","Survivin Inhibitor",0.014901,6.48E-4,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","0.06,0.03,0.015,0.0075,0.00375,0.001875,9.376000000000001E-4,4.6880000000000007E-4,2.3440000000000003E-4,0.0",uM,uM
9191,104,10,NCGC00263087-15,"Volasertib","Polo-like Kinase-1 (Plk-1) Inhibitor",NCGC00242514-13,"Sepantronium bromide","Survivin Inhibitor",1.025092,6.21E-4,"10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0","0.06,0.03,0.015,0.0075,0.00375,0.001875,9.376000000000001E-4,4.6880000000000007E-4,2.3440000000000003E-4,0.0",uM,uM
9191,105,10,NCGC00346969-01,"JS-59-4","nitric oxide donors",NCGC00242514-13,"Sepantronium bromide","Survivin Inhibitor",0.608948,5.51E-4,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","0.06,0.03,0.015,0.0075,0.00375,0.001875,9.376000000000001E-4,4.6880000000000007E-4,2.3440000000000003E-4,0.0",uM,uM
9191,106,10,NCGC00253438-01,"BI-2536","Polo-like Kinase-1 (Plk-1) Inhibitor",NCGC00242514-13,"Sepantronium bromide","Survivin Inhibitor",4.051198,6.56E-4,"4.0,2.0,1.0,0.5,0.25,0.125,0.0625,0.03125,0.015625,0.0","0.06,0.03,0.015,0.0075,0.00375,0.001875,9.376000000000001E-4,4.6880000000000007E-4,2.3440000000000003E-4,0.0",uM,uM
9191,107,10,NCGC00346449-01,"Parogrelil","Phosphodiesterase III/Va (PDE) Inhibitor",NCGC00242514-13,"Sepantronium bromide","Survivin Inhibitor",24.209314,5.13E-4,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","0.06,0.03,0.015,0.0075,0.00375,0.001875,9.376000000000001E-4,4.6880000000000007E-4,2.3440000000000003E-4,0.0",uM,uM
9191,108,10,NCGC00263112-06,"GSK-461364A","Polo-like Kinase-1 (Plk-1) Inhibitor",NCGC00242514-13,"Sepantronium bromide","Survivin Inhibitor",1.752481,5.25E-4,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","0.06,0.03,0.015,0.0075,0.00375,0.001875,9.376000000000001E-4,4.6880000000000007E-4,2.3440000000000003E-4,0.0",uM,uM
9191,109,10,NCGC00263110-02,"Osanetant","Tachykinin NK3 Antagonist",NCGC00242514-13,"Sepantronium bromide","Survivin Inhibitor",52.11137,7.07E-4,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","0.06,0.03,0.015,0.0075,0.00375,0.001875,9.376000000000001E-4,4.6880000000000007E-4,2.3440000000000003E-4,0.0",uM,uM
9191,110,10,NCGC00182868-16,"Daporinad","NAMPT Inhibitor",NCGC00025060-04,"Methotrexate","Dihydrofolate Reductase (DHFR) Inhibitor",0.009832,0.211081,"0.7000000000000001,0.35000000000000003,0.17500000000000002,0.08750000000000001,0.043750000000000004,0.021875000000000002,0.0109376,0.0054688,0.0027344,0.0","6.0,3.0,1.5,0.75,0.375,0.1875,0.09375,0.046875,0.023437600000000003,0.0",uM,uM
9191,111,10,NCGC00386226-04,"Pralatrexate","Dihydrofolate Reductase (DHFR) Inhibitors",NCGC00025060-04,"Methotrexate","Dihydrofolate Reductase (DHFR) Inhibitor",0.006956,0.185218,"0.25,0.125,0.0625,0.03125,0.015625,0.007812400000000001,0.0039062000000000003,0.0019532,9.766E-4,0.0","6.0,3.0,1.5,0.75,0.375,0.1875,0.09375,0.046875,0.023437600000000003,0.0",uM,uM
9191,112,10,NCGC00345809-03,"RGB-286147","CDK1/2/3/7/9 Inhibitor",NCGC00025060-04,"Methotrexate","Dihydrofolate Reductase (DHFR) Inhibitor",0.018727,0.199101,"1.6,0.8,0.4,0.2,0.1,0.05,0.025,0.0125,0.00625,0.0","6.0,3.0,1.5,0.75,0.375,0.1875,0.09375,0.046875,0.023437600000000003,0.0",uM,uM
9191,113,10,NCGC00345782-02,"GMX-1778","IKK beta Inhibitor",NCGC00025060-04,"Methotrexate","Dihydrofolate Reductase (DHFR) Inhibitor",0.011021,0.185965,"1.0,0.5,0.25,0.125,0.0625,0.03125,0.015625,0.007812400000000001,0.0039062000000000003,0.0","6.0,3.0,1.5,0.75,0.375,0.1875,0.09375,0.046875,0.023437600000000003,0.0",uM,uM
9191,114,10,NCGC00346644-04,"KX-01","Src Kinase Inhibitor",NCGC00025060-04,"Methotrexate","Dihydrofolate Reductase (DHFR) Inhibitor",0.081519,0.178315,"1.4000000000000001,0.7000000000000001,0.35000000000000003,0.17500000000000002,0.08750000000000001,0.043750000000000004,0.021875000000000002,0.0109376,0.0054688,0.0","6.0,3.0,1.5,0.75,0.375,0.1875,0.09375,0.046875,0.023437600000000003,0.0",uM,uM
9191,115,10,NCGC00242506-13,"Bortezomib","Proteasome Inhibitor",NCGC00025060-04,"Methotrexate","Dihydrofolate Reductase (DHFR) Inhibitor",0.007866,0.182747,"0.9,0.45,0.225,0.1125,0.05625,0.028125,0.014062400000000001,0.0070312000000000005,0.0035156000000000002,0.0","6.0,3.0,1.5,0.75,0.375,0.1875,0.09375,0.046875,0.023437600000000003,0.0",uM,uM
9191,116,10,NCGC00242514-13,"Sepantronium bromide","Survivin Inhibitor",NCGC00025060-04,"Methotrexate","Dihydrofolate Reductase (DHFR) Inhibitor",5.69E-4,0.168994,"0.06,0.03,0.015,0.0075,0.00375,0.001875,9.376000000000001E-4,4.6880000000000007E-4,2.3440000000000003E-4,0.0","6.0,3.0,1.5,0.75,0.375,0.1875,0.09375,0.046875,0.023437600000000003,0.0",uM,uM
9191,117,10,NCGC00263017-01,"CPG-52364","TLR 7, 8 and 9 Antagonist",NCGC00025060-04,"Methotrexate","Dihydrofolate Reductase (DHFR) Inhibitor",38.941544,0.158265,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","6.0,3.0,1.5,0.75,0.375,0.1875,0.09375,0.046875,0.023437600000000003,0.0",uM,uM
9191,118,10,NCGC00346962-02,"HMSL10077","BTK Inhibitor",NCGC00025060-04,"Methotrexate","Dihydrofolate Reductase (DHFR) Inhibitor",6.213667,0.160559,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","6.0,3.0,1.5,0.75,0.375,0.1875,0.09375,0.046875,0.023437600000000003,0.0",uM,uM
9191,119,10,NCGC00346656-03,"Dinaciclib (SCH727965)","CDK1/2/5/9 Inhibitor",NCGC00025060-04,"Methotrexate","Dihydrofolate Reductase (DHFR) Inhibitor",0.091603,0.142858,"2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0195312,0.0097656,0.0","6.0,3.0,1.5,0.75,0.375,0.1875,0.09375,0.046875,0.023437600000000003,0.0",uM,uM
9191,120,10,NCGC00263183-11,"MK-1775","Wee1 Kinase Inhibitor",NCGC00025060-04,"Methotrexate","Dihydrofolate Reductase (DHFR) Inhibitor",1.360745,0.154127,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","6.0,3.0,1.5,0.75,0.375,0.1875,0.09375,0.046875,0.023437600000000003,0.0",uM,uM
9191,121,10,NCGC00263117-17,"Panobinostat","HDAC Inhibitor",NCGC00025060-04,"Methotrexate","Dihydrofolate Reductase (DHFR) Inhibitor",0.141647,0.189425,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","6.0,3.0,1.5,0.75,0.375,0.1875,0.09375,0.046875,0.023437600000000003,0.0",uM,uM
9191,122,10,NCGC00249613-10,"Carfilzomib","Proteasome Inhibitor",NCGC00025060-04,"Methotrexate","Dihydrofolate Reductase (DHFR) Inhibitor",0.008295,0.18177,"2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0195312,0.0097656,0.0","6.0,3.0,1.5,0.75,0.375,0.1875,0.09375,0.046875,0.023437600000000003,0.0",uM,uM
9191,123,10,NCGC00346951-03,"Fascaplysin","CDK4/6 Inhibitor",NCGC00025060-04,"Methotrexate","Dihydrofolate Reductase (DHFR) Inhibitor",0.470678,0.184323,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","6.0,3.0,1.5,0.75,0.375,0.1875,0.09375,0.046875,0.023437600000000003,0.0",uM,uM
9191,124,10,NCGC00345799-07,"Oprozomib","Proteasome Inhibitor",NCGC00025060-04,"Methotrexate","Dihydrofolate Reductase (DHFR) Inhibitor",0.038806,0.170158,"6.300000000000001,3.1500000000000004,1.5750000000000002,0.7875000000000001,0.39375000000000004,0.19687500000000002,0.09843760000000001,0.04921880000000001,0.024609400000000003,0.0","6.0,3.0,1.5,0.75,0.375,0.1875,0.09375,0.046875,0.023437600000000003,0.0",uM,uM
9191,125,10,NCGC00263222-02,"CAY-10581","IDO Inhibitor",NCGC00025060-04,"Methotrexate","Dihydrofolate Reductase (DHFR) Inhibitor",1.643677,0.170398,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","6.0,3.0,1.5,0.75,0.375,0.1875,0.09375,0.046875,0.023437600000000003,0.0",uM,uM
9191,126,10,NCGC00242217-07,"GW-843682X","Polo-like Kinase-1 (Plk-1) Inhibitor",NCGC00025060-04,"Methotrexate","Dihydrofolate Reductase (DHFR) Inhibitor",1.085476,0.189352,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","6.0,3.0,1.5,0.75,0.375,0.1875,0.09375,0.046875,0.023437600000000003,0.0",uM,uM
9191,127,10,NCGC00347952-11,"NSC-319726","Mutant p53 Activator",NCGC00025060-04,"Methotrexate","Dihydrofolate Reductase (DHFR) Inhibitor",0.093154,0.188817,"12.600000000000001,6.300000000000001,3.1500000000000004,1.5750000000000002,0.7875000000000001,0.39375000000000004,0.19687500000000002,0.09843760000000001,0.04921880000000001,0.0","6.0,3.0,1.5,0.75,0.375,0.1875,0.09375,0.046875,0.023437600000000003,0.0",uM,uM
9191,128,10,NCGC00346535-01,"IVX-214","Polo-like Kinase-1 (Plk-1) Inhibitor",NCGC00025060-04,"Methotrexate","Dihydrofolate Reductase (DHFR) Inhibitor",0.426821,0.172304,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","6.0,3.0,1.5,0.75,0.375,0.1875,0.09375,0.046875,0.023437600000000003,0.0",uM,uM
9191,129,10,NCGC00345825-01,"BMS-3","LIMK Inhibitor",NCGC00025060-04,"Methotrexate","Dihydrofolate Reductase (DHFR) Inhibitor",0.368327,0.192716,"14.0,7.0,3.5,1.75,0.875,0.4375,0.21875,0.109375,0.0546876,0.0","6.0,3.0,1.5,0.75,0.375,0.1875,0.09375,0.046875,0.023437600000000003,0.0",uM,uM
9191,130,10,NCGC00188382-05,"NCGC00188382-01","ITK inhibitor",NCGC00025060-04,"Methotrexate","Dihydrofolate Reductase (DHFR) Inhibitor",0.557429,0.180814,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","6.0,3.0,1.5,0.75,0.375,0.1875,0.09375,0.046875,0.023437600000000003,0.0",uM,uM
9191,131,10,NCGC00345852-02,"BS-194","CDK1/2/5/9 Inhibitor",NCGC00025060-04,"Methotrexate","Dihydrofolate Reductase (DHFR) Inhibitor",2.582596,0.178581,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","6.0,3.0,1.5,0.75,0.375,0.1875,0.09375,0.046875,0.023437600000000003,0.0",uM,uM
9191,132,10,NCGC00345823-01,"Akt-I-1,2","AKT Inhibitor",NCGC00025060-04,"Methotrexate","Dihydrofolate Reductase (DHFR) Inhibitor",31.001165,0.188372,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","6.0,3.0,1.5,0.75,0.375,0.1875,0.09375,0.046875,0.023437600000000003,0.0",uM,uM
9191,133,10,NCGC00263087-15,"Volasertib","Polo-like Kinase-1 (Plk-1) Inhibitor",NCGC00025060-04,"Methotrexate","Dihydrofolate Reductase (DHFR) Inhibitor",0.022492,0.173654,"10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0","6.0,3.0,1.5,0.75,0.375,0.1875,0.09375,0.046875,0.023437600000000003,0.0",uM,uM
9191,134,10,NCGC00346969-01,"JS-59-4","nitric oxide donors",NCGC00025060-04,"Methotrexate","Dihydrofolate Reductase (DHFR) Inhibitor",0.381748,0.18128,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","6.0,3.0,1.5,0.75,0.375,0.1875,0.09375,0.046875,0.023437600000000003,0.0",uM,uM
9191,135,10,NCGC00253438-01,"BI-2536","Polo-like Kinase-1 (Plk-1) Inhibitor",NCGC00025060-04,"Methotrexate","Dihydrofolate Reductase (DHFR) Inhibitor",0.014312,0.182132,"4.0,2.0,1.0,0.5,0.25,0.125,0.0625,0.03125,0.015625,0.0","6.0,3.0,1.5,0.75,0.375,0.1875,0.09375,0.046875,0.023437600000000003,0.0",uM,uM
